0,0,1
48,-30.4128,1.01980198
92,-60.2784,1.118811881
129,-90.65088,1.108910891
162,-119.90592,0.946534653
203,-150.25248,0.656
271,-181.85184,0.346774194
354,-211.04064,0.185483871
478,-239.53536,0.082258065
680,-270.2592,0.025806452
1174,-300.91968,0.003790323
